ResponseID,DistrictCode,A1_Practice,A1_Importance,A2_Practice,A2_Importance,A3_Practice,A3_Importance,A4_Practice,A4_Importance,A5_Practice,A5_Importance,A6_Practice,A6_Importance,A7_Practice,A7_Importance,A8_Practice,A8_Importance,A9_Practice,A9_Importance,A10_Practice,A10_Importance,B1_Practice,B1_Importance,B2_Practice,B2_Importance,B3_Practice,B3_Importance,B4_Practice,B4_Importance,B5_Practice,B5_Importance,B6_Practice,B6_Importance,B7_Practice,B7_Importance,C1_Practice,C1_Importance,C2_Practice,C2_Importance,C3_Practice,C3_Importance,C4_Practice,C4_Importance,C5_Practice,C5_Importance,C6_Practice,C6_Importance,C7_Practice,C7_Importance,D1_Practice,D1_Importance,D2_Practice,D2_Importance,D3_Practice,D3_Importance,D4_Practice,D4_Importance,D5_Practice,D5_Importance,D6_Practice,D6_Importance,D7_Practice,D7_Importance
R_00304,D015,5,4,4,4,3,6,5,6,4,5,4,3,3,5,6,3,3,6,4,5,5,4,4,4,5,6,4,6,3,4,5,3,4,4,4,4,3,4,6,5,4,5,5,5,4,3,3,3,3,6,5,5,5,4,3,4,6,5,4,5,5,6
R_00305,D003,3,4,4,3,4,4,3,4,6,5,3,4,6,4,6,3,4,3,3,5,6,5,4,5,5,6,5,5,6,4,3,5,6,3,3,4,3,3,4,3,3,5,4,4,3,5,5,3,6,3,5,6,4,4,3,5,4,4,4,4,4,5
R_00306,D005,5,6,5,4,5,6,4,3,3,4,6,5,4,5,3,5,4,3,4,5,5,3,5,4,3,4,4,4,4,4,3,6,5,5,3,4,6,4,6,4,5,5,4,4,5,4,3,3,6,6,5,4,6,5,4,5,4,5,4,5,5,5
R_00307,D009,2,5,3,4,4,4,3,3,3,5,5,3,3,4,5,3,3,3,3,5,4,3,5,3,3,4,3,5,4,3,3,5,5,3,4,4,3,4,4,4,2,4,3,3,4,5,4,5,5,5,4,3,5,4,5,4,5,2,5,5,5,3
R_00308,D003,4,5,4,5,3,5,3,4,4,5,4,3,6,4,3,5,5,4,6,3,3,5,3,4,5,5,6,3,3,4,6,4,6,4,3,3,5,5,5,4,5,4,5,3,5,4,6,5,6,5,5,5,3,4,3,5,5,5,5,4,4,3
R_00309,D002,4,3,4,4,2,5,4,4,5,4,2,3,4,4,4,4,5,3,2,4,3,4,5,3,5,4,5,4,5,3,4,3,3,3,3,4,3,5,5,2,5,4,4,4,3,3,5,4,2,4,4,3,5,3,5,5,3,5,3,2,5,4
R_00310,D012,5,3,5,3,5,5,4,4,5,3,5,5,4,5,5,3,4,5,5,5,5,4,3,5,3,4,5,5,4,5,5,3,5,5,5,4,5,4,3,5,4,3,3,5,5,4,5,5,4,3,3,4,3,4,4,5,4,4,3,5,3,5
R_00311,D015,4,5,3,4,5,6,4,4,4,6,4,5,5,4,6,4,4,4,5,6,3,5,3,4,4,5,3,5,5,4,3,4,3,5,5,5,5,4,4,4,3,5,4,5,6,5,4,4,3,4,4,3,3,5,4,4,5,5,4,6,5,4
R_00312,D011,4,3,3,2,3,4,5,5,4,3,4,3,2,4,3,5,3,4,5,5,3,4,3,2,3,3,2,4,3,3,4,2,5,3,3,4,5,3,3,3,4,3,4,4,5,4,3,4,2,3,5,4,3,4,3,4,5,5,3,3,2,4
R_00313,D013,4,5,5,6,4,5,4,4,3,3,5,4,4,5,4,5,4,4,4,4,3,5,3,5,4,3,3,3,4,5,4,3,3,3,6,3,3,5,5,5,5,4,5,6,3,3,5,3,5,4,4,5,4,4,3,3,3,4,5,3,5,3
R_00314,D001,3,5,4,4,2,5,3,4,3,5,2,4,5,4,5,4,5,5,2,5,4,5,5,4,5,3,3,3,5,3,5,3,3,3,5,3,3,4,5,5,2,3,4,4,4,3,2,5,4,4,5,3,4,3,4,3,4,5,4,4,2,5
R_00315,D002,3,3,5,4,4,3,4,4,4,3,3,5,4,3,5,4,3,5,4,2,5,4,4,3,2,5,5,5,5,2,3,2,5,3,5,5,4,3,5,5,5,5,5,3,2,3,4,2,3,5,3,3,3,2,3,3,3,5,5,5,3,5
R_00316,D002,4,4,4,5,6,4,4,4,5,5,5,4,3,5,3,3,5,4,3,4,3,4,4,5,4,5,3,5,5,5,3,6,3,5,5,4,6,5,5,6,3,4,4,3,4,4,4,3,6,4,5,5,5,5,6,4,6,3,3,4,3,4
R_00317,D007,3,5,5,3,3,4,4,5,3,3,5,4,5,4,4,5,2,4,3,4,4,3,5,3,3,4,2,4,5,3,3,3,4,3,4,3,3,5,4,4,5,4,3,4,5,3,4,5,3,3,4,4,3,5,3,5,5,4,4,5,3,4
R_00318,D007,4,5,3,3,3,3,4,4,3,4,4,3,3,5,4,5,3,5,3,4,5,5,4,5,4,5,3,4,5,3,5,2,4,4,3,4,3,3,3,5,5,5,3,4,3,3,3,3,5,4,3,5,5,4,5,5,4,4,3,5,5,4
R_00319,D001,5,4,4,4,5,5,5,5,5,4,5,4,3,4,4,5,4,5,6,4,4,3,5,5,3,4,3,5,3,4,4,4,5,3,4,4,3,5,4,3,3,6,6,3,4,3,4,4,6,5,5,3,6,6,4,4,5,6,3,5,4,3
R_00320,D005,5,4,5,4,3,5,3,3,2,5,4,3,2,3,3,3,2,3,5,3,5,3,3,3,5,4,4,3,5,2,5,3,3,3,4,2,3,3,2,3,3,4,3,5,5,4,4,3,3,3,5,3,3,3,4,2,4,3,3,4,4,4
R_00321,D006,4,5,3,5,5,3,3,5,3,4,2,4,3,4,4,3,4,5,2,3,4,3,5,4,5,3,3,3,3,4,2,5,4,3,4,3,4,3,5,4,4,3,4,5,4,3,4,3,3,4,4,4,5,5,3,3,4,4,3,3,4,5
R_00322,D015,4,5,2,3,4,4,2,2,3,5,3,5,2,4,3,4,4,5,3,3,3,3,5,2,5,3,3,3,3,4,3,3,4,4,2,3,4,5,2,5,3,3,3,5,5,4,4,4,4,3,4,3,3,4,4,4,2,3,3,3,3,5
R_00323,D010,5,4,4,4,5,4,6,4,3,5,4,3,5,5,3,5,4,5,5,4,4,5,3,4,3,3,3,5,4,6,5,3,3,5,4,5,4,5,5,4,4,3,3,3,5,6,5,5,3,3,5,5,4,5,4,3,4,4,3,5,4,5
R_00324,D009,3,5,6,4,6,5,3,4,5,5,4,3,4,4,5,5,4,3,4,5,3,6,4,6,5,4,5,5,5,5,5,5,3,5,3,4,6,3,5,6,4,4,3,6,5,6,5,6,3,5,4,5,6,5,6,5,3,3,6,5,3,3
R_00325,D008,4,2,5,3,4,4,4,5,5,2,3,3,3,5,4,4,4,5,5,3,5,4,2,3,4,4,3,4,4,4,3,2,4,3,4,2,4,5,5,3,4,3,2,2,3,2,4,4,4,5,5,3,4,5,3,3,5,3,4,4,3,4
R_00326,D012,3,3,5,3,4,4,3,4,4,4,3,3,5,5,4,3,3,5,4,4,5,5,3,4,5,2,5,3,4,3,5,5,3,4,5,4,4,3,4,4,4,5,5,5,5,5,3,5,4,3,4,5,4,4,4,3,5,4,5,5,3,3
R_00327,D006,5,5,4,4,3,4,4,4,5,5,5,3,3,3,4,4,3,4,4,2,4,3,4,5,4,3,5,4,5,5,5,4,3,5,4,5,4,3,5,5,5,4,4,5,4,3,5,4,3,3,4,3,5,5,5,5,3,3,4,3,5,3
R_00328,D015,2,5,3,3,5,4,5,3,4,5,3,5,5,4,5,5,5,4,3,3,3,5,4,3,4,4,3,4,4,4,5,4,3,5,5,3,5,3,5,4,3,3,3,3,4,4,4,4,5,4,3,5,4,5,4,5,5,5,5,3,5,4
R_00329,D007,3,5,4,6,4,4,3,4,5,6,3,5,6,5,5,5,3,4,6,4,3,3,4,3,3,5,4,4,3,4,4,5,3,6,4,4,3,5,5,6,3,4,5,5,5,3,3,4,4,3,4,3,4,6,4,4,5,3,4,4,4,6
R_00330,D006,3,5,5,5,4,4,3,4,4,4,4,5,4,5,5,2,4,5,3,4,3,3,3,5,2,5,4,3,2,3,4,4,5,3,5,3,4,4,4,3,4,5,2,4,4,2,2,3,5,2,3,5,2,3,2,4,4,4,4,3,5,2
R_00331,D004,5,5,5,3,4,5,4,4,5,4,4,2,4,4,3,3,4,3,5,4,4,5,3,3,3,5,3,3,3,5,3,5,4,4,3,5,4,3,5,4,4,5,4,3,4,3,4,3,5,5,4,5,5,3,3,5,3,4,3,3,3,3
R_00332,D001,3,3,3,4,3,3,4,4,5,3,3,4,4,2,4,3,4,3,4,5,2,4,5,4,5,5,2,4,3,4,5,4,4,4,3,5,5,5,3,3,3,4,4,5,3,5,3,3,4,3,3,4,4,4,3,3,3,3,5,3,2,3
R_00333,D006,2,4,5,2,4,3,2,4,2,5,4,4,5,2,4,4,2,2,4,3,4,4,3,3,3,4,3,2,4,3,3,2,4,3,2,5,3,4,3,3,3,4,5,4,2,3,4,5,3,3,3,4,2,2,4,4,4,3,3,3,5,5
R_00334,D012,4,5,4,4,3,4,4,3,4,2,5,4,5,5,3,4,4,3,5,3,4,5,2,3,5,3,4,2,4,3,2,4,4,4,3,4,3,4,3,4,3,3,3,3,3,3,4,3,5,5,5,3,3,5,4,5,4,3,5,3,5,3
R_00335,D009,4,4,5,5,5,4,3,4,5,4,3,3,4,3,5,4,4,3,5,3,3,3,5,4,4,5,4,3,3,4,4,3,4,4,3,3,5,5,4,4,5,3,4,5,3,3,5,5,3,5,5,5,5,4,4,4,3,3,4,3,5,3
R_00336,D011,5,3,4,3,5,4,6,3,5,4,5,4,4,4,4,5,5,4,6,3,5,4,4,3,5,5,3,4,6,4,4,5,5,3,6,3,3,5,5,6,4,3,5,4,5,5,6,4,4,4,6,4,5,5,3,4,6,5,3,5,3,5
R_00337,D001,2,4,3,4,3,4,3,5,4,5,3,3,5,3,4,5,4,5,4,4,4,3,5,5,4,3,5,3,4,5,4,3,5,5,4,5,3,4,3,4,3,4,4,3,4,3,4,5,4,5,5,5,5,4,3,4,4,4,4,4,3,3
R_00338,D014,5,3,5,5,4,3,3,3,4,5,3,3,5,4,5,4,5,5,5,4,3,5,3,3,5,3,4,5,6,5,3,3,4,4,5,5,3,5,5,3,4,4,4,4,5,5,4,5,3,4,5,5,3,5,6,3,4,3,5,6,3,5
R_00339,D007,3,5,4,4,5,3,2,4,4,4,4,4,5,3,4,3,2,4,5,3,4,3,5,3,5,4,4,3,3,3,5,5,4,4,3,4,5,5,3,5,3,4,3,5,3,4,2,3,4,3,5,4,4,3,4,3,4,3,3,3,5,5
R_00340,D005,5,4,4,3,5,3,4,6,6,3,5,5,5,5,5,4,6,4,3,5,5,4,6,4,4,3,5,4,3,5,4,3,5,5,5,3,5,3,5,5,5,4,4,5,5,4,4,5,4,3,4,3,4,4,3,4,3,3,5,4,5,4
R_00341,D007,5,4,5,4,4,3,4,5,5,3,5,4,3,5,4,5,5,3,4,3,6,5,5,4,4,6,3,4,4,3,3,5,5,4,5,4,5,6,3,4,5,4,4,6,5,3,3,5,5,6,4,5,6,5,5,4,5,3,5,4,6,4
R_00342,D011,4,5,5,3,4,4,5,3,5,4,4,4,3,4,4,4,4,3,5,4,5,5,4,4,3,3,4,3,3,3,4,4,2,4,3,3,5,3,4,4,4,4,5,5,3,4,4,2,5,5,4,5,5,5,4,4,4,4,5,5,4,4
R_00343,D001,4,4,3,4,6,5,4,5,3,4,3,4,4,3,4,3,5,4,6,5,5,3,5,3,4,4,4,4,5,6,5,4,3,5,5,3,6,5,5,5,4,3,5,4,3,4,5,4,4,5,5,4,3,5,5,4,6,4,5,6,3,3
R_00344,D007,4,3,4,3,4,3,3,4,4,5,4,4,3,2,4,2,4,4,4,5,4,5,5,3,3,3,5,3,4,4,5,4,5,2,3,4,4,4,3,5,3,4,4,4,4,4,4,4,3,2,3,4,3,5,3,3,4,2,5,2,3,3
R_00345,D009,2,4,5,3,4,4,5,4,3,2,4,5,4,4,2,5,3,5,5,4,3,4,3,5,4,3,5,5,5,4,5,5,5,3,3,3,3,3,4,4,5,3,5,3,4,3,5,4,4,3,4,5,5,3,2,4,3,4,5,4,4,5
R_00346,D005,2,5,4,2,3,4,4,4,5,2,4,3,3,3,4,3,3,3,4,4,4,4,5,4,4,5,4,3,4,3,5,5,2,4,3,4,4,5,5,2,5,3,3,4,4,2,4,5,3,4,4,2,5,4,4,3,3,4,5,5,4,2
R_00347,D003,5,6,5,5,5,4,5,3,6,4,4,3,5,6,4,6,3,6,5,6,4,5,6,3,6,3,5,6,4,5,3,6,4,4,4,4,4,4,5,3,6,5,4,5,4,4,4,3,3,4,6,3,4,4,4,6,3,5,5,3,4,4
R_00348,D003,4,5,3,5,3,4,3,4,3,3,4,3,5,5,3,2,3,5,5,5,3,5,4,3,2,4,3,5,5,5,5,3,4,4,3,5,3,2,4,3,3,3,3,3,4,2,4,3,5,3,2,3,5,4,4,4,3,2,5,2,2,3
R_00349,D005,4,3,3,5,5,4,3,5,4,5,3,3,3,3,3,3,4,4,4,5,3,5,3,4,3,5,4,3,3,3,4,3,4,4,3,5,5,4,3,5,3,5,3,5,3,3,3,3,5,4,4,4,5,5,3,3,5,3,5,3,5,3
R_00350,D006,3,3,4,4,2,5,3,5,3,4,2,2,2,2,5,3,5,2,4,2,3,4,2,4,4,2,2,4,3,3,3,2,3,3,3,3,5,4,3,4,3,5,3,3,2,3,4,3,4,4,3,2,3,4,3,3,4,4,4,3,3,3
R_00351,D009,5,3,5,4,5,3,4,3,4,5,4,3,4,6,4,4,5,3,5,4,3,5,5,4,4,4,4,3,5,4,3,5,5,3,5,5,5,5,4,5,5,4,4,5,5,4,5,5,4,5,5,3,3,5,5,4,5,3,3,4,3,4
R_00352,D009,6,5,5,4,4,6,4,5,4,4,5,3,5,4,5,4,4,5,5,5,5,5,3,3,6,5,4,3,6,4,4,4,3,3,5,4,4,4,3,5,3,3,5,4,4,5,5,5,3,5,5,3,6,6,4,4,5,5,4,3,5,5
R_00353,D011,5,4,5,4,4,6,4,3,3,6,6,5,6,3,4,5,5,5,6,3,5,5,4,4,4,5,4,5,4,6,4,4,5,3,6,3,4,5,3,4,5,5,4,5,5,3,4,4,4,4,5,5,5,4,5,5,3,3,5,5,4,5
R_00354,D015,4,4,3,4,4,3,3,4,5,5,5,5,3,4,6,3,6,3,5,6,5,6,4,4,3,6,5,5,4,3,6,5,4,6,6,4,4,3,3,4,3,3,4,6,3,5,6,3,6,4,3,5,3,5,3,4,3,3,5,5,4,5
R_00355,D001,5,4,2,5,4,5,2,2,3,4,5,3,3,4,4,4,4,5,4,4,4,3,3,4,3,5,2,5,4,4,2,5,3,4,3,3,3,3,5,2,3,5,3,2,4,3,4,3,3,3,3,3,3,4,4,3,2,3,3,4,5,5
R_00356,D007,5,3,4,5,4,4,4,5,4,5,3,3,6,5,4,4,5,5,3,4,4,5,5,3,4,3,3,4,5,4,4,3,5,4,5,3,5,5,3,5,3,5,4,5,4,3,3,5,4,5,5,3,4,5,4,4,5,6,5,3,3,3
R_00357,D007,4,3,3,5,3,3,4,3,4,3,4,4,5,4,3,4,4,2,3,2,4,3,4,3,3,5,4,5,3,2,5,4,3,5,5,5,3,4,4,5,2,5,3,4,5,3,4,5,4,4,3,3,4,5,2,3,4,5,4,3,3,4
R_00358,D014,4,4,2,4,3,4,5,3,5,3,2,2,4,4,4,2,3,3,5,4,4,2,5,4,4,2,3,3,4,4,4,3,5,3,4,4,2,5,4,5,5,4,4,3,4,4,3,4,4,5,4,3,4,4,3,3,4,4,2,2,2,3
R_00359,D007,5,3,5,2,3,4,3,3,4,2,4,4,3,3,2,3,4,3,4,4,5,3,3,5,4,5,3,5,2,3,3,4,5,3,3,2,2,2,4,3,4,3,5,3,3,4,3,3,5,5,3,5,4,3,3,3,4,3,5,3,3,5
R_00360,D009,3,3,3,4,5,3,3,2,2,5,4,3,5,4,4,4,3,3,3,3,3,3,4,4,5,5,3,3,3,4,4,4,5,2,3,3,3,2,3,5,4,4,3,5,5,2,3,4,4,2,4,4,3,4,4,4,4,2,4,3,4,3
R_00361,D001,5,3,4,3,4,4,3,5,3,4,4,4,5,3,3,4,4,5,3,3,5,4,4,5,4,2,3,3,4,5,3,4,3,3,4,3,4,5,5,4,5,3,3,3,2,3,4,5,3,3,4,3,2,4,3,4,3,2,4,2,3,2
R_00362,D002,4,5,3,4,4,4,3,3,3,4,4,4,3,3,5,4,3,4,4,5,3,3,3,3,3,3,5,4,3,5,4,4,5,3,3,5,3,3,4,4,4,4,4,3,4,5,5,3,4,3,5,4,4,5,4,3,4,3,3,3,5,5
R_00363,D012,3,3,3,5,5,5,3,5,4,5,3,3,5,5,4,5,4,3,4,4,5,3,3,3,3,3,5,4,4,5,2,3,3,2,3,3,4,3,4,3,2,5,2,3,3,4,3,4,4,3,3,2,3,4,3,5,5,2,4,3,5,4
R_00364,D015,5,3,4,4,5,5,4,4,2,5,5,4,4,5,3,5,3,4,4,3,4,4,2,4,4,5,5,3,3,4,4,3,2,4,4,3,4,3,3,4,2,3,4,4,5,5,5,3,2,2,3,5,3,5,5,5,4,4,4,3,3,3
R_00365,D015,3,5,4,4,4,3,5,3,5,4,4,5,4,5,4,5,4,3,5,5,5,4,3,5,5,3,5,3,5,3,4,5,3,4,3,3,5,5,3,3,4,4,4,5,4,5,5,3,5,3,4,4,4,5,3,3,3,3,3,3,4,5
R_00366,D006,5,3,5,3,4,3,4,4,4,3,5,3,5,4,4,4,3,5,4,3,3,5,3,5,5,5,4,5,5,5,3,5,4,3,4,4,6,4,4,3,4,5,4,4,5,4,5,3,3,5,5,5,4,6,3,3,4,4,4,4,4,3
R_00367,D006,3,3,4,5,4,3,4,4,3,5,4,3,2,4,4,3,4,4,4,3,5,5,2,5,3,3,5,3,5,4,4,4,3,3,3,5,3,3,5,3,3,3,3,5,4,3,5,4,4,4,5,5,4,5,3,5,5,5,5,4,5,5
R_00368,D002,4,3,3,5,5,6,3,5,3,4,3,3,5,5,4,3,5,4,6,6,4,5,5,5,4,4,5,5,5,6,6,5,5,4,4,5,4,5,4,4,4,5,5,4,5,3,5,3,5,4,3,5,4,3,5,5,4,5,5,6,3,5
R_00369,D007,3,5,3,3,5,4,3,3,3,4,5,3,5,4,5,3,3,5,5,4,3,3,4,4,5,5,5,5,5,5,6,3,4,4,5,4,5,5,3,4,4,3,4,3,5,4,4,5,5,5,3,3,5,3,6,4,3,5,4,3,4,4
R_00370,D007,5,5,5,4,3,2,5,4,4,4,2,3,2,3,5,5,3,4,4,3,3,3,5,3,4,4,5,4,3,3,5,5,5,3,4,5,3,2,5,2,2,2,5,4,2,4,3,2,5,5,4,2,4,5,3,4,3,3,5,4,3,4
R_00371,D009,5,4,4,3,2,5,3,4,4,4,5,3,3,4,4,3,5,5,3,4,4,3,4,2,3,4,2,5,5,2,3,4,3,5,3,5,4,5,4,4,3,3,4,5,4,3,3,3,5,4,3,2,4,3,4,4,5,4,4,5,3,4
R_00372,D012,5,4,4,4,3,2,4,5,5,3,5,3,3,3,4,4,4,2,4,3,4,2,3,5,3,4,4,4,4,5,2,3,4,5,4,3,3,4,4,3,3,4,4,3,4,3,4,5,4,3,5,5,5,3,5,3,5,3,4,4,4,5
R_00373,D003,6,6,4,3,5,3,3,6,5,3,6,4,3,5,4,4,5,4,6,5,6,4,4,3,4,3,3,4,3,5,3,5,3,4,5,3,4,5,6,4,5,4,6,3,6,4,4,3,5,4,6,3,6,5,3,3,4,3,4,5,3,5
R_00374,D007,4,5,4,5,4,3,5,4,5,5,3,5,5,3,4,5,4,3,4,5,5,3,3,5,3,3,3,4,4,4,4,5,3,5,3,5,3,3,3,5,3,5,3,4,4,3,4,4,4,4,3,3,3,5,5,4,4,2,4,4,3,5
R_00375,D009,5,3,5,4,4,6,4,5,4,4,4,5,5,4,3,6,3,3,4,4,5,3,4,4,6,5,5,4,5,4,6,4,3,6,4,5,6,5,6,3,4,3,4,4,6,3,3,3,5,3,6,3,3,4,4,4,5,3,4,4,5,5
R_00376,D005,4,5,4,3,5,4,3,3,4,4,3,5,3,3,4,3,4,5,3,3,4,3,2,3,3,3,4,3,3,5,3,4,5,5,5,4,4,3,2,4,5,3,3,4,3,4,2,5,3,3,5,3,3,4,3,5,3,2,3,4,5,4
R_00377,D012,5,4,3,5,3,4,3,6,5,4,3,5,3,4,3,5,3,5,3,5,4,3,5,6,4,3,4,5,5,3,5,5,5,4,3,5,6,6,3,5,5,4,4,6,4,4,6,5,5,3,4,5,4,4,5,3,3,5,3,4,4,5
R_00378,D006,4,3,5,3,3,3,3,5,4,5,4,3,5,4,5,3,3,4,3,5,4,3,4,3,4,5,3,4,4,3,5,5,5,5,3,3,3,4,5,3,3,4,3,4,3,4,3,4,3,3,3,4,5,3,3,3,4,4,2,4,4,4
R_00379,D009,4,3,3,4,3,6,3,5,4,5,3,4,5,5,5,4,4,3,5,4,4,4,3,5,4,5,5,3,4,5,5,4,3,5,3,5,4,3,3,3,4,3,3,3,5,3,3,4,3,4,3,3,4,4,4,3,3,4,3,5,5,5
R_00380,D007,5,3,5,3,4,5,3,6,4,3,4,3,5,5,4,4,4,3,3,3,3,5,5,6,5,4,4,4,4,5,5,5,5,4,3,4,4,3,3,5,5,5,5,4,4,4,5,3,4,4,5,5,4,4,3,4,5,3,5,4,4,3
R_00381,D006,4,3,4,5,5,4,3,3,4,3,3,4,5,4,3,6,3,3,5,5,5,3,4,3,3,4,4,4,3,3,3,5,3,4,5,5,3,5,4,3,3,4,6,5,3,5,3,3,3,4,4,4,4,5,5,3,4,5,3,3,4,4
R_00382,D008,4,3,5,5,4,3,5,5,5,5,3,5,4,3,4,3,3,5,3,5,5,4,3,4,3,3,4,4,3,4,4,4,6,4,3,5,4,4,4,5,5,5,5,4,3,4,5,3,3,5,3,3,3,5,5,6,4,5,4,4,3,5
R_00383,D015,4,4,4,5,5,4,3,5,3,3,4,5,4,3,5,5,5,3,4,4,3,5,4,3,5,3,5,5,4,5,3,4,5,5,3,3,5,4,4,4,3,4,3,4,5,5,4,3,5,3,4,4,3,3,5,3,4,3,4,3,4,3
R_00384,D007,3,4,5,5,3,4,4,5,3,4,3,5,4,3,5,5,5,3,5,3,4,5,3,5,3,5,5,5,3,4,4,3,5,5,5,4,4,2,4,4,4,3,3,5,5,4,3,3,4,5,4,2,5,4,4,4,3,5,2,4,4,3
R_00385,D014,4,4,5,3,6,4,5,5,4,4,5,4,5,5,4,4,3,3,5,4,5,4,4,3,4,3,3,3,5,3,5,5,5,5,3,4,5,5,3,5,4,5,3,3,4,5,3,4,5,4,3,3,5,5,3,5,5,3,3,5,5,3
R_00386,D008,3,5,3,4,4,4,5,4,3,4,4,3,4,3,4,5,5,4,3,5,3,5,5,4,4,4,5,4,3,5,5,3,3,4,4,3,4,5,3,5,3,4,4,4,5,4,3,3,3,3,4,4,3,3,5,5,3,4,5,5,5,3
R_00387,D005,3,3,4,3,5,3,3,5,5,4,3,3,3,4,5,5,4,5,3,3,4,5,5,3,3,4,4,4,3,4,3,3,4,5,4,4,6,5,5,5,5,6,4,5,5,5,5,3,4,5,5,4,4,4,3,5,4,3,4,5,4,3
R_00388,D012,4,3,4,4,6,6,5,5,4,4,6,4,5,5,4,3,5,4,5,5,5,5,4,3,5,5,6,3,6,3,4,5,6,6,4,4,4,4,4,4,5,3,5,4,3,3,4,4,4,5,3,4,3,6,5,5,4,4,3,6,6,4
R_00389,D015,5,4,5,5,3,4,3,5,5,3,3,4,3,5,4,3,4,4,4,3,3,3,5,5,4,5,6,4,3,4,5,4,5,5,5,3,5,4,5,4,4,3,4,4,4,3,5,3,3,5,4,4,4,3,5,5,3,4,5,5,3,5
R_00390,D011,4,5,3,3,3,3,5,5,3,3,3,4,3,4,4,5,5,3,4,4,3,3,4,4,4,5,5,4,3,3,4,3,4,4,4,4,5,4,5,4,3,3,4,5,5,4,5,3,4,5,4,3,3,3,3,4,3,4,5,4,4,3
R_00391,D012,4,3,3,3,3,2,5,2,5,3,3,3,3,3,2,3,3,3,4,2,4,4,4,2,5,4,4,3,3,4,3,3,3,3,5,4,4,3,3,5,5,5,2,3,5,4,5,4,2,5,3,2,5,4,2,4,4,4,4,3,3,2
R_00392,D010,4,5,5,6,3,3,5,4,5,4,5,4,3,5,4,4,3,5,5,4,5,3,4,4,4,5,5,4,5,5,3,4,3,4,6,4,3,5,3,5,5,5,3,3,5,4,5,5,4,5,5,4,4,5,3,3,3,5,4,4,4,4
R_00393,D014,4,2,4,4,3,3,3,3,3,3,4,3,2,5,5,3,4,5,4,3,3,2,5,4,4,3,3,5,4,3,3,5,5,2,4,2,3,3,3,5,3,3,5,3,5,5,5,3,3,3,4,3,5,5,2,4,3,5,5,2,3,5
R_00394,D015,5,5,5,3,4,5,3,4,5,3,3,4,5,3,5,5,5,5,5,3,3,3,3,4,5,3,5,3,4,3,4,5,5,5,5,5,3,3,3,4,3,3,3,5,3,3,3,4,3,5,5,3,2,3,3,2,4,3,4,5,4,5
R_00395,D006,4,5,4,4,5,4,5,4,6,4,5,5,3,4,3,5,5,4,4,3,4,3,4,5,3,4,3,5,4,5,5,3,3,5,5,5,4,3,5,3,5,4,3,5,5,3,3,5,4,5,3,5,5,4,4,3,4,5,4,5,5,5
R_00396,D001,3,5,4,5,4,4,5,4,4,5,3,3,5,5,5,3,4,4,3,5,4,5,3,4,3,3,5,3,5,4,5,4,5,3,4,4,3,4,3,3,5,5,3,4,4,3,4,4,5,5,4,4,5,3,5,4,5,4,4,4,5,3
R_00397,D001,4,3,5,3,4,4,5,4,5,3,4,5,4,5,3,4,5,4,3,5,5,2,3,3,5,3,4,5,4,4,4,4,5,5,4,3,2,3,5,5,5,4,5,5,5,4,5,4,3,4,5,3,5,5,5,3,4,4,4,5,5,4
R_00398,D004,4,4,2,4,4,4,3,4,4,5,4,4,5,3,4,3,5,3,4,4,4,5,3,5,4,5,4,2,3,3,3,3,4,3,4,3,5,3,5,4,4,4,3,3,4,3,3,3,3,4,3,2,3,3,5,3,3,4,3,4,5,4
R_00399,D007,4,3,5,3,4,5,4,5,5,4,4,3,5,3,4,4,3,3,4,4,3,5,5,4,5,4,4,4,3,5,5,3,5,4,4,3,5,4,3,3,5,4,4,4,3,3,3,3,4,5,3,5,3,4,4,4,4,3,5,3,3,4
R_00400,D007,2,3,5,4,2,5,5,3,3,4,4,3,4,2,3,3,3,2,3,2,3,4,3,5,5,5,3,4,4,2,3,3,5,5,3,4,2,4,4,4,3,3,4,4,4,3,2,5,5,5,5,4,5,4,4,4,5,4,3,5,4,2
